step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,transaction_type
0,'C2126436338','1','F','28007','M348934600','28007','es_transportation',18.45,0,Travel and Transport
0,'C1820855004','2','F','28007','M348934600','28007','es_transportation',29.66,0,Travel and Transport
0,'C487569403','2','M','28007','M348934600','28007','es_transportation',28.38,0,Travel and Transport
0,'C923875417','5','F','28007','M348934600','28007','es_transportation',62.76,0,Travel and Transport
0,'C579037870','6','M','28007','M348934600','28007','es_transportation',21.6,0,Travel and Transport
0,'C662931726','2','F','28007','M348934600','28007','es_transportation',30.74,0,Travel and Transport
0,'C671524709','5','F','28007','M348934600','28007','es_transportation',58.33,0,Travel and Transport
0,'C476477241','4','M','28007','M348934600','28007','es_transportation',44.07,0,Travel and Transport
0,'C327430270','5','F','28007','M348934600','28007','es_transportation',6.52,0,Travel and Transport
0,'C1879341237','4','M','28007','M1823072687','28007','es_transportation',2.96,0,Travel and Transport
0,'C1655037147','2','F','28007','M348934600','28007','es_transportation',44.69,0,Travel and Transport
0,'C864655240','2','F','28007','M1823072687','28007','es_transportation',5.01,0,Travel and Transport
0,'C72353846','2','M','28007','M348934600','28007','es_transportation',9.74,0,Travel and Transport
0,'C1591908890','2','M','28007','M348934600','28007','es_transportation',10.1,0,Travel and Transport
0,'C1156346576','4','F','28007','M348934600','28007','es_transportation',58.64,0,Travel and Transport
0,'C1771717627','2','F','28007','M348934600','28007','es_transportation',29.2,0,Travel and Transport
0,'C156162339','2','F','28007','M85975013','28007','es_food',32.6,0,Food and Dining
0,'C588719767','2','M','28007','M348934600','28007','es_transportation',52.35,0,Travel and Transport
0,'C118437987','2','M','28007','M1053599405','28007','es_health',159.92,0,Health and Wellness
0,'C1130259702','3','M','28007','M348934600','28007','es_transportation',26.37,0,Travel and Transport
0,'C1738944491','2','M','28007','M348934600','28007','es_transportation',49.07,0,Travel and Transport
0,'C1950723662','2','F','28007','M348934600','28007','es_transportation',35.74,0,Travel and Transport
0,'C1987405562','5','F','28007','M1823072687','28007','es_transportation',47.53,0,Travel and Transport
0,'C1988407051','5','M','28007','M348934600','28007','es_transportation',29.87,0,Travel and Transport
0,'C1698653726','2','M','28007','M348934600','28007','es_transportation',20.31,0,Travel and Transport
0,'C1952040134','3','F','28007','M348934600','28007','es_transportation',10.59,0,Travel and Transport
0,'C1769470125','2','F','28007','M348934600','28007','es_transportation',21.92,0,Travel and Transport
0,'C583110837','3','M','28007','M480139044','28007','es_health',44.26,1,Health and Wellness
0,'C1332295774','3','M','28007','M480139044','28007','es_health',324.5,1,Health and Wellness
0,'C603564532','1','M','28007','M1823072687','28007','es_transportation',26.07,0,Travel and Transport
0,'C2072009750','2','F','28007','M348934600','28007','es_transportation',10.88,0,Travel and Transport
0,'C545248492','4','M','28007','M348934600','28007','es_transportation',8.05,0,Travel and Transport
0,'C1055224400','3','F','28007','M348934600','28007','es_transportation',25.59,0,Travel and Transport
0,'C1619755203','5','F','28007','M348934600','28007','es_transportation',15.26,0,Travel and Transport
0,'C1697851479','3','M','28007','M348934600','28007','es_transportation',20.73,0,Travel and Transport
0,'C1255236689','1','F','28007','M348934600','28007','es_transportation',68.17,0,Travel and Transport
0,'C603081336','3','F','28007','M348934600','28007','es_transportation',34.75,0,Travel and Transport
0,'C274486575','2','F','28007','M692898500','28007','es_health',171.07,0,Health and Wellness
0,'C1569939854','6','F','28007','M348934600','28007','es_transportation',50.31,0,Travel and Transport
0,'C583110837','3','M','28007','M480139044','28007','es_health',667.09,1,Health and Wellness
0,'C583110837','3','M','28007','M547558035','28007','es_fashion',81.67,0,Retail and Fashion
1,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',30.24,0,Travel and Transport
1,'C490092965','2','M','28007','M348934600','28007','es_transportation',2.17,0,Travel and Transport
1,'C168310052','2','M','28007','M348934600','28007','es_transportation',11.19,0,Travel and Transport
1,'C1093826151','4','M','28007','M855959430','28007','es_hyper',14.38,0,Retail and Fashion
1,'C1941625566','3','F','28007','M348934600','28007','es_transportation',30.47,0,Travel and Transport
1,'C1897705669','2','M','28007','M348934600','28007','es_transportation',18.95,0,Travel and Transport
1,'C72353846','2','M','28007','M348934600','28007','es_transportation',8.5,0,Travel and Transport
1,'C1771717627','2','F','28007','M348934600','28007','es_transportation',23.58,0,Travel and Transport
1,'C506520283','4','F','28007','M348934600','28007','es_transportation',4.48,0,Travel and Transport
1,'C546957379','5','M','28007','M348934600','28007','es_transportation',24.53,0,Travel and Transport
1,'C1687101094','2','F','28007','M348934600','28007','es_transportation',2.24,0,Travel and Transport
1,'C105845174','3','M','28007','M855959430','28007','es_hyper',34.03,0,Retail and Fashion
1,'C638163213','1','F','28007','M348934600','28007','es_transportation',57.26,0,Travel and Transport
1,'C1950723662','2','F','28007','M348934600','28007','es_transportation',30.71,0,Travel and Transport
1,'C1413412440','2','F','28007','M348934600','28007','es_transportation',7.16,0,Travel and Transport
1,'C583110837','3','M','28007','M3697346','28007','es_leisure',285.16,1,Entertainment
1,'C603081336','3','F','28007','M348934600','28007','es_transportation',9.63,0,Travel and Transport
1,'C996804095','3','M','28007','M348934600','28007','es_transportation',57.13,0,Travel and Transport
1,'C118437987','2','M','28007','M1823072687','28007','es_transportation',18.5,0,Travel and Transport
1,'C1273110804','4','M','28007','M348934600','28007','es_transportation',15.43,0,Travel and Transport
1,'C345742557','5','F','28007','M1600850729','28007','es_fashion',110.76,0,Retail and Fashion
1,'C1635613216','4','F','28007','M1823072687','28007','es_transportation',26.75,0,Travel and Transport
1,'C1619755203','5','F','28007','M151143676','28007','es_barsandrestaurants',5.75,0,Food and Dining
1,'C1038996959','2','M','28007','M348934600','28007','es_transportation',29.57,0,Travel and Transport
1,'C1315400589','3','F','28007','M1600850729','28007','es_fashion',65.14,0,Retail and Fashion
1,'C98707741','4','F','28007','M348934600','28007','es_transportation',49.24,0,Travel and Transport
1,'C51444479','3','M','28007','M348934600','28007','es_transportation',33.21,0,Travel and Transport
1,'C1622124632','2','M','28007','M348934600','28007','es_transportation',21.94,0,Travel and Transport
1,'C156162339','2','F','28007','M1823072687','28007','es_transportation',44.8,0,Travel and Transport
1,'C998987490','2','F','28007','M348934600','28007','es_transportation',36.91,0,Travel and Transport
1,'C995844287','5','F','28007','M348934600','28007','es_transportation',3.7,0,Travel and Transport
1,'C819690995','5','F','28007','M348934600','28007','es_transportation',6.31,0,Travel and Transport
1,'C83613815','2','F','28007','M348934600','28007','es_transportation',24.35,0,Travel and Transport
1,'C337109624','2','F','28007','M1823072687','28007','es_transportation',27.46,0,Travel and Transport
1,'C327430270','5','F','28007','M348934600','28007','es_transportation',43.76,0,Travel and Transport
1,'C1332295774','3','M','28007','M1535107174','28007','es_wellnessandbeauty',73.38,0,Health and Wellness
1,'C1563705147','5','F','28007','M348934600','28007','es_transportation',37.35,0,Travel and Transport
1,'C1738944491','2','M','28007','M348934600','28007','es_transportation',15.45,0,Travel and Transport
1,'C1987405562','5','F','28007','M1823072687','28007','es_transportation',13.6,0,Travel and Transport
1,'C60351691','2','F','28007','M1823072687','28007','es_transportation',22.47,0,Travel and Transport
1,'C352968107','2','M','28007','M348934600','28007','es_transportation',65.83,0,Travel and Transport
1,'C187514477','3','M','28007','M348934600','28007','es_transportation',29.2,0,Travel and Transport
1,'C490238464','3','M','28007','M348934600','28007','es_transportation',32.94,0,Travel and Transport
1,'C2096367617','2','M','28007','M348934600','28007','es_transportation',27.12,0,Travel and Transport
1,'C1820855004','2','F','28007','M348934600','28007','es_transportation',46.99,0,Travel and Transport
1,'C1697851479','3','M','28007','M348934600','28007','es_transportation',5.48,0,Travel and Transport
1,'C1156346576','4','F','28007','M348934600','28007','es_transportation',24.14,0,Travel and Transport
1,'C1087788850','4','M','28007','M348934600','28007','es_transportation',8.87,0,Travel and Transport
1,'C1582366224','5','M','28007','M85975013','28007','es_food',61.21,0,Food and Dining
1,'C545248492','4','M','28007','M348934600','28007','es_transportation',50.4,0,Travel and Transport
1,'C662931726','2','F','28007','M348934600','28007','es_transportation',16.88,0,Travel and Transport
1,'C1161949399','2','M','28007','M348934600','28007','es_transportation',32.05,0,Travel and Transport
1,'C1569939854','6','F','28007','M348934600','28007','es_transportation',59.56,0,Travel and Transport
1,'C2054744914','4','F','28007','M1823072687','28007','es_transportation',74.02,0,Travel and Transport
1,'C194016923','3','F','28007','M348934600','28007','es_transportation',31.45,0,Travel and Transport
1,'C583110837','3','M','28007','M480139044','28007','es_health',149.11,1,Health and Wellness
1,'C1760612790','3','M','28007','M348934600','28007','es_transportation',8.47,0,Travel and Transport
1,'C588719767','2','M','28007','M1600850729','28007','es_fashion',29.68,0,Retail and Fashion
1,'C1655037147','2','F','28007','M348934600','28007','es_transportation',0.29,0,Travel and Transport
1,'C923875417','5','F','28007','M348934600','28007','es_transportation',58.61,0,Travel and Transport
1,'C1207205377','4','M','28007','M1823072687','28007','es_transportation',7.71,0,Travel and Transport
1,'C39858251','5','F','28007','M348934600','28007','es_transportation',33.24,0,Travel and Transport
1,'C1551465414','1','M','28007','M1823072687','28007','es_transportation',4.97,0,Travel and Transport
1,'C1769927077','2','F','28007','M348934600','28007','es_transportation',4.37,0,Travel and Transport
1,'C1879341237','4','M','28007','M1823072687','28007','es_transportation',48.71,0,Travel and Transport
1,'C487569403','2','M','28007','M348934600','28007','es_transportation',54.24,0,Travel and Transport
1,'C757503768','5','M','28007','M348934600','28007','es_transportation',49.71,0,Travel and Transport
1,'C864655240','2','F','28007','M1823072687','28007','es_transportation',22.24,0,Travel and Transport
1,'C579037870','6','M','28007','M348934600','28007','es_transportation',5.67,0,Travel and Transport
1,'C574062699','2','M','28007','M348934600','28007','es_transportation',50.17,0,Travel and Transport
1,'C2072009750','2','F','28007','M348934600','28007','es_transportation',52.45,0,Travel and Transport
1,'C1331907286','2','M','28007','M348934600','28007','es_transportation',20.34,0,Travel and Transport
1,'C1870872671','2','F','28007','M1823072687','28007','es_transportation',14.54,0,Travel and Transport
1,'C1166355595','4','F','28007','M348934600','28007','es_transportation',45.84,0,Travel and Transport
1,'C1952040134','3','F','28007','M348934600','28007','es_transportation',15.92,0,Travel and Transport
1,'C1255236689','1','F','28007','M348934600','28007','es_transportation',12.92,0,Travel and Transport
1,'C476477241','4','M','28007','M348934600','28007','es_transportation',7.2,0,Travel and Transport
1,'C986553990','5','F','28007','M348934600','28007','es_transportation',4.97,0,Travel and Transport
1,'C1698653726','2','M','28007','M348934600','28007','es_transportation',30.15,0,Travel and Transport
1,'C2126436338','1','F','28007','M348934600','28007','es_transportation',20.54,0,Travel and Transport
1,'C1591908890','2','M','28007','M348934600','28007','es_transportation',39.79,0,Travel and Transport
1,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',35.21,0,Travel and Transport
1,'C671524709','5','F','28007','M348934600','28007','es_transportation',20.12,0,Travel and Transport
1,'C834963773','5','F','28007','M348934600','28007','es_transportation',4.93,0,Travel and Transport
1,'C1130259702','3','M','28007','M348934600','28007','es_transportation',40.42,0,Travel and Transport
1,'C765155274','1','F','28007','M348934600','28007','es_transportation',14.39,0,Travel and Transport
1,'C823286801','2','F','28007','M855959430','28007','es_hyper',97.37,0,Retail and Fashion
1,'C1988407051','5','M','28007','M348934600','28007','es_transportation',2.37,0,Travel and Transport
1,'C1180570487','6','F','28007','M1823072687','28007','es_transportation',22.7,0,Travel and Transport
1,'C1055224400','3','F','28007','M348934600','28007','es_transportation',22.36,0,Travel and Transport
1,'C202531238','4','F','28007','M348934600','28007','es_transportation',10.95,0,Travel and Transport
2,'C1760612790','3','M','28007','M348934600','28007','es_transportation',19.76,0,Travel and Transport
2,'C1622124632','2','M','28007','M348934600','28007','es_transportation',36.55,0,Travel and Transport
2,'C638163213','1','F','28007','M348934600','28007','es_transportation',25.5,0,Travel and Transport
2,'C1771717627','2','F','28007','M348934600','28007','es_transportation',22.55,0,Travel and Transport
2,'C1180570487','6','F','28007','M1823072687','28007','es_transportation',30.24,0,Travel and Transport
2,'C1130259702','3','M','28007','M348934600','28007','es_transportation',34.26,0,Travel and Transport
2,'C352968107','2','M','28007','M209847108','28007','es_wellnessandbeauty',107.34,0,Health and Wellness
2,'C545248492','4','M','28007','M348934600','28007','es_transportation',1.21,0,Travel and Transport
2,'C1093826151','4','M','28007','M348934600','28007','es_transportation',37.21,0,Travel and Transport
2,'C603564532','1','M','28007','M1823072687','28007','es_transportation',6.58,0,Travel and Transport
2,'C996804095','3','M','28007','M348934600','28007','es_transportation',25.49,0,Travel and Transport
2,'C1055224400','3','F','28007','M348934600','28007','es_transportation',31.19,0,Travel and Transport
2,'C765155274','1','F','28007','M348934600','28007','es_transportation',18.96,0,Travel and Transport
2,'C1551465414','1','M','28007','M1823072687','28007','es_transportation',45.7,0,Travel and Transport
2,'C998987490','2','F','28007','M348934600','28007','es_transportation',19.41,0,Travel and Transport
2,'C1941625566','3','F','28007','M348934600','28007','es_transportation',25.66,0,Travel and Transport
2,'C1166355595','4','F','28007','M348934600','28007','es_transportation',23.37,0,Travel and Transport
2,'C923875417','5','F','28007','M348934600','28007','es_transportation',67.19,0,Travel and Transport
2,'C168310052','2','M','28007','M348934600','28007','es_transportation',14.81,0,Travel and Transport
2,'C1563705147','5','F','28007','M348934600','28007','es_transportation',26.92,0,Travel and Transport
2,'C1952040134','3','F','28007','M348934600','28007','es_transportation',27.7,0,Travel and Transport
2,'C2126436338','1','F','28007','M348934600','28007','es_transportation',16.83,0,Travel and Transport
2,'C39858251','5','F','28007','M348934600','28007','es_transportation',59.56,0,Travel and Transport
2,'C60351691','2','F','28007','M1823072687','28007','es_transportation',37.49,0,Travel and Transport
2,'C1820855004','2','F','28007','M348934600','28007','es_transportation',39.15,0,Travel and Transport
2,'C1870872671','2','F','28007','M1823072687','28007','es_transportation',13.74,0,Travel and Transport
2,'C1591908890','2','M','28007','M348934600','28007','es_transportation',1.14,0,Travel and Transport
2,'C194016923','3','F','28007','M348934600','28007','es_transportation',8.54,0,Travel and Transport
2,'C588719767','2','M','28007','M348934600','28007','es_transportation',3.3,0,Travel and Transport
2,'C588719767','2','M','28007','M1823072687','28007','es_transportation',35.6,0,Travel and Transport
2,'C1582366224','5','M','28007','M1823072687','28007','es_transportation',20.37,0,Travel and Transport
2,'C1255236689','1','F','28007','M348934600','28007','es_transportation',24.26,0,Travel and Transport
2,'C1207205377','4','M','28007','M85975013','28007','es_food',17.01,0,Food and Dining
2,'C864655240','2','F','28007','M1823072687','28007','es_transportation',28.89,0,Travel and Transport
2,'C574062699','2','M','28007','M348934600','28007','es_transportation',2.71,0,Travel and Transport
2,'C1635613216','4','F','28007','M1823072687','28007','es_transportation',29.71,0,Travel and Transport
2,'C1769470125','2','F','28007','M348934600','28007','es_transportation',34.99,0,Travel and Transport
2,'C487569403','2','M','28007','M348934600','28007','es_transportation',8.7,0,Travel and Transport
2,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',2.91,0,Travel and Transport
2,'C1769927077','2','F','28007','M348934600','28007','es_transportation',55.12,0,Travel and Transport
2,'C118437987','2','M','28007','M1823072687','28007','es_transportation',22.49,0,Travel and Transport
2,'C1738944491','2','M','28007','M348934600','28007','es_transportation',26.49,0,Travel and Transport
2,'C2054744914','4','F','28007','M1823072687','28007','es_transportation',25.27,0,Travel and Transport
2,'C98707741','4','F','28007','M348934600','28007','es_transportation',14.01,0,Travel and Transport
2,'C506520283','4','F','28007','M348934600','28007','es_transportation',35.97,0,Travel and Transport
2,'C1879341237','4','M','28007','M1946091778','28007','es_wellnessandbeauty',93.08,0,Health and Wellness
2,'C83613815','2','F','28007','M348934600','28007','es_transportation',2.08,0,Travel and Transport
2,'C719598710','5','F','28007','M348934600','28007','es_transportation',16.83,0,Travel and Transport
2,'C1156346576','4','F','28007','M348934600','28007','es_transportation',31.85,0,Travel and Transport
2,'C1425441042','2','M','28007','M2122776122','28007','es_home',20.46,0,Home and Living
2,'C1331907286','2','M','28007','M348934600','28007','es_transportation',37.16,0,Travel and Transport
2,'C1161949399','2','M','28007','M348934600','28007','es_transportation',32.14,0,Travel and Transport
2,'C1695454092','2','M','28007','M348934600','28007','es_transportation',25.68,0,Travel and Transport
2,'C1697851479','3','M','28007','M348934600','28007','es_transportation',3.91,0,Travel and Transport
2,'C1655037147','2','F','28007','M348934600','28007','es_transportation',17.8,0,Travel and Transport
2,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',10.76,0,Travel and Transport
2,'C757503768','5','M','28007','M348934600','28007','es_transportation',49.18,0,Travel and Transport
2,'C202531238','4','F','28007','M348934600','28007','es_transportation',60.11,0,Travel and Transport
2,'C72353846','2','M','28007','M348934600','28007','es_transportation',16.73,0,Travel and Transport
2,'C671524709','5','F','28007','M348934600','28007','es_transportation',51.23,0,Travel and Transport
2,'C187514477','3','M','28007','M348934600','28007','es_transportation',22.88,0,Travel and Transport
2,'C490092965','2','M','28007','M348934600','28007','es_transportation',32.7,0,Travel and Transport
2,'C1413412440','2','F','28007','M348934600','28007','es_transportation',48.94,0,Travel and Transport
2,'C1569939854','6','F','28007','M348934600','28007','es_transportation',14.13,0,Travel and Transport
2,'C105845174','3','M','28007','M348934600','28007','es_transportation',29.78,0,Travel and Transport
2,'C1987405562','5','F','28007','M1946091778','28007','es_wellnessandbeauty',49.84,0,Health and Wellness
2,'C1897705669','2','M','28007','M348934600','28007','es_transportation',26.07,0,Travel and Transport
2,'C156162339','2','F','28007','M1823072687','28007','es_transportation',50.16,0,Travel and Transport
2,'C579037870','6','M','28007','M348934600','28007','es_transportation',31.99,0,Travel and Transport
2,'C124539163','2','F','28007','M348934600','28007','es_transportation',21.87,0,Travel and Transport
2,'C1619755203','5','F','28007','M348934600','28007','es_transportation',22.7,0,Travel and Transport
2,'C337109624','2','F','28007','M1823072687','28007','es_transportation',26.61,0,Travel and Transport
2,'C823286801','2','F','28007','M348934600','28007','es_transportation',31.11,0,Travel and Transport
2,'C345742557','5','F','28007','M348934600','28007','es_transportation',17.63,0,Travel and Transport
2,'C345742557','5','F','28007','M1823072687','28007','es_transportation',17.2,0,Travel and Transport
2,'C1087788850','4','M','28007','M348934600','28007','es_transportation',42.89,0,Travel and Transport
2,'C476477241','4','M','28007','M348934600','28007','es_transportation',52.47,0,Travel and Transport
2,'C995844287','5','F','28007','M151143676','28007','es_barsandrestaurants',27.72,0,Food and Dining
2,'C834963773','5','F','28007','M348934600','28007','es_transportation',20.86,0,Travel and Transport
2,'C1988407051','5','M','28007','M348934600','28007','es_transportation',18.53,0,Travel and Transport
3,'C490238464','3','M','28007','M348934600','28007','es_transportation',17.48,0,Travel and Transport
3,'C1582366224','5','M','28007','M1823072687','28007','es_transportation',13.47,0,Travel and Transport
3,'C327430270','5','F','28007','M348934600','28007','es_transportation',50.39,0,Travel and Transport
3,'C168310052','2','M','28007','M348934600','28007','es_transportation',6.73,0,Travel and Transport
3,'C1698653726','2','M','28007','M348934600','28007','es_transportation',17.97,0,Travel and Transport
3,'C124539163','2','F','28007','M348934600','28007','es_transportation',20.25,0,Travel and Transport
3,'C1697528836','3','F','28007','M1823072687','28007','es_transportation',6.57,0,Travel and Transport
3,'C1161949399','2','M','28007','M348934600','28007','es_transportation',22.2,0,Travel and Transport
3,'C1695454092','2','M','28007','M348934600','28007','es_transportation',5.05,0,Travel and Transport
3,'C187514477','3','M','28007','M348934600','28007','es_transportation',48.97,0,Travel and Transport
3,'C476477241','4','M','28007','M348934600','28007','es_transportation',43.52,0,Travel and Transport
3,'C1760612790','3','M','28007','M151143676','28007','es_barsandrestaurants',22.88,0,Food and Dining
3,'C1865204568','5','M','28007','M1823072687','28007','es_transportation',58.56,0,Travel and Transport
3,'C1180570487','6','F','28007','M1823072687','28007','es_transportation',29.03,0,Travel and Transport
3,'C506520283','4','F','28007','M348934600','28007','es_transportation',24.39,0,Travel and Transport
3,'C1569939854','6','F','28007','M348934600','28007','es_transportation',6.15,0,Travel and Transport
3,'C998987490','2','F','28007','M348934600','28007','es_transportation',30.62,0,Travel and Transport
3,'C153419170','3','F','28007','M1823072687','28007','es_transportation',44.52,0,Travel and Transport
3,'C603564532','1','M','28007','M1823072687','28007','es_transportation',27.29,0,Travel and Transport
3,'C1255236689','1','F','28007','M151143676','28007','es_barsandrestaurants',89.82,0,Food and Dining
3,'C1156346576','4','F','28007','M348934600','28007','es_transportation',13.7,0,Travel and Transport
3,'C1655037147','2','F','28007','M348934600','28007','es_transportation',3.87,0,Travel and Transport
3,'C546957379','5','M','28007','M348934600','28007','es_transportation',17.74,0,Travel and Transport
3,'C51444479','3','M','28007','M855959430','28007','es_hyper',12.61,0,Retail and Fashion
3,'C1315400589','3','F','28007','M348934600','28007','es_transportation',68.09,0,Travel and Transport
3,'C1315400589','3','F','28007','M1823072687','28007','es_transportation',48.56,0,Travel and Transport
3,'C1988407051','5','M','28007','M855959430','28007','es_hyper',34.04,0,Retail and Fashion
3,'C757503768','5','M','28007','M348934600','28007','es_transportation',24.59,0,Travel and Transport
3,'C2072009750','2','F','28007','M348934600','28007','es_transportation',61.84,0,Travel and Transport
3,'C1635613216','4','F','28007','M1823072687','28007','es_transportation',33.75,0,Travel and Transport
3,'C2096367617','2','M','28007','M348934600','28007','es_transportation',39.99,0,Travel and Transport
3,'C1038996959','2','M','28007','M348934600','28007','es_transportation',15.19,0,Travel and Transport
3,'C39858251','5','F','28007','M348934600','28007','es_transportation',7.68,0,Travel and Transport
3,'C662931726','2','F','28007','M348934600','28007','es_transportation',21.63,0,Travel and Transport
3,'C1413412440','2','F','28007','M348934600','28007','es_transportation',11.37,0,Travel and Transport
3,'C823286801','2','F','28007','M348934600','28007','es_transportation',38.46,0,Travel and Transport
3,'C1619755203','5','F','28007','M348934600','28007','es_transportation',8.75,0,Travel and Transport
3,'C923875417','5','F','28007','M348934600','28007','es_transportation',36.83,0,Travel and Transport
3,'C202531238','4','F','28007','M348934600','28007','es_transportation',28.97,0,Travel and Transport
3,'C719598710','5','F','28007','M348934600','28007','es_transportation',15.22,0,Travel and Transport
3,'C1870872671','2','F','28007','M1823072687','28007','es_transportation',31.8,0,Travel and Transport
3,'C1769470125','2','F','28007','M151143676','28007','es_barsandrestaurants',24.65,0,Food and Dining
3,'C1897705669','2','M','28007','M209847108','28007','es_wellnessandbeauty',28.18,0,Health and Wellness
3,'C2126436338','1','F','28007','M348934600','28007','es_transportation',34.58,0,Travel and Transport
